"Story","Title","Result","Date","Stability","Duration (s)"
"Validar Campos Formulario","Escenario","SUCCESS","2023-07-10T01:55:37.986-05:00[America/Bogota]","0.0","8.13"
"Validar Campos Formulario","Escenario","SUCCESS","2023-07-10T01:55:46.122-05:00[America/Bogota]","0.0","6.81"
"Inicio de sesion","inicio de sesion usuario","SUCCESS","2023-07-10T01:56:12.432-05:00[America/Bogota]","0.0","7.7"
